x_1	x_2	f(x)	erro
1.2499937501562461	1.0000000007050858	0.06249687511718362	2499.937501562461
0.9583347249288503	0.9999996691650868	0.0017359951468640202	10208.321189273413
0.9097226455497986	1.0000001423264067	0.008150000726547547	31475.71919359918
0.3093766286224499	0.9999937582752674	0.4769606411318525	312225.77755782194
-0.09530755642927353	0.9999999998644254	1.1996986431710663	370032.96041294077
-0.29765327130983965	0.9999983699654824	1.6839040125437852	234151.87729896803
-0.3988255690170795	0.9999996678904532	1.9567129725360664	129358.36528116104
-0.4494124916111634	1.0000087320384552	2.1007965709147296	67750.99371151952
-0.4747105328512691	1.000002646251696	2.1747711557094767	34649.550518622855
-0.4873565501325295	1.0000001903522264	2.212229507222176	17512.598851038143
-0.49367838396346314	1.0000087912863405	2.2310751147969894	8802.590704082511
-0.49684357372258575	0.9999941517168386	2.2405406842288045	4419.2851447016
-0.4984188587675176	0.9999958582137968	2.245259076327304	2202.4193807791453
-0.4992073565194142	0.9999991119341657	2.2476226978427185	1103.1509209603537
-0.4996032332370986	0.9999812197649538	2.2488098574878572	554.0404459252022
-0.4997922260285436	0.9999984077791992	2.2493767212581894	264.5448678487446
-0.4998953166461454	0.9999991007219838	2.2496859608978492	144.31434085895307
-0.4999471830147663	0.9999992122958709	2.2498415518345536	72.64558441145346
-0.49997324040205765	0.9999997186223551	2.249919721922328	36.41966879670508
-0.49998644985122837	0.9999949736438138	2.249959349762556	18.534540716325864
-0.49999072245235315	0.9999970070228739	2.24997216745209	5.96661591832526
-0.49999387117272237	0.9999968677894019	2.24998161356554	4.399179995758459
-0.4999953755728853	0.999997561438782	2.249986126745988	2.097625221358612
-0.49999645776290363	0.9999986931367627	2.2499893733029666	1.530102552846074
-0.49999757513179843	0.9999992737769046	2.249992725401803	1.5647590337321162
-0.49999841790879335	0.9999992718832206	2.2499952537294132	1.1890502152964473
-0.4999988455256813	0.9999992718832206	2.2499965365789065	0.5977816341910511
-0.49999909105772583	0.9999992722129355	2.2499972731745337	0.29845009953714907
-0.4999991497439938	0.999999210561294	2.249997449233327	0.1268085828050971
-0.49999918485624933	0.9999994580324884	2.2499975545697057	0.04257208947092295
-0.49999933179251155	0.9999995576195865	2.249997995378177	0.1912232858594507
-0.49999943193758534	0.9999996354726061	2.2499982958132114	0.15807889658026397
-0.4999995295979138	0.999998221441743	2.249998588797126	0.14247447275556624
-0.49999888357293526	0.9999982263854643	2.249996650723198	0.9157089064829051
-0.49999856922781677	0.9999982261449359	2.249995707688644	0.460030892631039
-0.4999983825210131	0.9999982261449359	2.249995147568802	0.24015780608169734
-0.4999983006986147	0.9999968388820467	2.2499949021087238	0.10946315084584057
-0.49999757886767515	0.9999906248594479	2.2499927366967807	1.0232703927904367
-0.4999941180932778	0.9999906231763098	2.249982354402355	4.867794174235314
-0.49999235217588467	0.9999952781267777	2.249977056608439	2.4464324032887816
-0.4999938095501035	0.9999952781267777	2.249981428710928	2.04815752687864
-0.4999945358191681	0.99999562937514	2.2499836075064645	1.0280002525541931
-0.49999509177264057	0.9999956350479519	2.249985275361065	0.7654869144316763
-0.49999536450300364	0.9999956467909042	2.249986093549449	0.3802916808053851
-0.49999550611337384	0.9999947604620562	2.2499865183877694	0.19760101521387696
-0.4999951334116711	0.9999979918796089	2.2499854002627298	0.5219545264262706
-0.4999965539717808	0.9999918550861172	2.249989661993557	2.0009228091221303
-0.4999941980496781	1.0000022321393585	2.2499825941876788	3.289211295545101
-0.4999982215289265	1.0000088343738092	2.2499946646679883	5.623850633855909
-0.5000035446559011	1.0000037379907327	2.2500106339942407	7.428995167138055
-0.5000036559345163	1.0000042955259543	2.2500109678353666	0.1353346596006304
-0.5000039485616022	1.0000044169948235	2.250011845719907	0.4477149769663811
-0.5000041873314905	0.9999920795389494	2.2500125620747387	0.3279040171764791
-0.4999981332988815	0.9999855713032053	2.2499944001083163	8.475460397778079
-0.49999183487314125	0.9999855712630324	2.249975504894282	8.793371813604608
-0.49998872290624596	1.0000036833823998	2.2499661688594785	4.384502738947049
-0.4999962326744147	1.0000019717814335	2.249988698041325	10.472288189921528
-0.4999990702852319	1.000002688270721	2.249997210863787	4.017369485460222
-0.5000008966065493	1.0000025915999495	2.2500026898271686	2.532589805778116
-0.5000017098088666	0.999996642194036	2.250005129440798	1.1864962633699179
-0.4999991967660137	0.9999985098968532	2.2499975903009064	3.5473313136026263
-0.49999885250318477	0.9999985765046226	2.249996557512897	0.4808081432711333
-0.49999869433687516	0.9999965380667278	2.2499960830243158	0.19319885899312794
-0.49999763441033596	0.999997162434915	2.2499929032446553	1.509387527126819
-0.4999973969267485	0.9999972581936862	2.2499921907945386	0.33038232545368373
-0.49999731998371233	1.0000118581375803	2.2499919600989355	0.09711299720220268
-0.5000045854807453	1.0000084077070532	2.2500137565339524	10.17671330505982
-0.5000065084178512	1.0000042039572683	2.250019525313587	2.6755669051781297
