x,direcao_descida,erro,f(min),x_anterior
[-0.001  0.001],[-1.  1.],0.001414213562373095,-0.001999,[-0.001  0.001]
[-0.001998  0.002   ],[-0.998  1.   ],0.0014128000566251402,-0.003994007992,[-0.001998  0.002   ]
[-0.00299401  0.003     ],[-0.996008  0.999996],0.001411390780783267,-0.005985039880239792,[-0.00299401  0.003     ]
[-0.00398803  0.00399998],[-0.99402396  0.99998802],0.0014099857024798181,-0.007972111442234186,[-0.00398803  0.00399998]
[-0.00498008  0.00499996],[-0.99204784  0.9999761 ],0.0014085847896299197,-0.00995523833003645,[-0.00498008  0.00499996]
[-0.00597016  0.00599992],[-0.9900796   0.99996024],0.0014071880104291764,-0.011934436071488665,[-0.00597016  0.00599992]
[-0.00695828  0.00699986],[-0.9881192   0.99994048],0.001405795333351384,-0.01390972007145909,[-0.00695828  0.00699986]
[-0.00794445  0.00799978],[-0.98616661  0.99991684],0.0014044067271462583,-0.015881105613066708,[-0.00794445  0.00799978]
[-0.00892867  0.00899967],[-0.98422177  0.99988934],0.001403022160837172,-0.017848607858893067,[-0.00892867  0.00899967]
[-0.00991095  0.00999953],[-0.98228467  0.999858  ],0.0014016416037189196,-0.01981224185218155,[-0.00991095  0.00999953]
[-0.01089131  0.01099935],[-0.98035524  0.99982285],0.0014002650253554874,-0.021772022518024244,[-0.01089131  0.01099935]
[-0.01186974  0.01199913],[-0.97843347  0.99978392],0.001398892395577833,-0.02372796466453644,[-0.01186974  0.01199913]
[-0.01284626  0.01299887],[-0.9765193   0.99974122],0.0013975236844817043,-0.025680082984019043,[-0.01284626  0.01299887]
[-0.01382087  0.01399857],[-0.97461271  0.99969477],0.00139615886242544,-0.027628392054108816,[-0.01382087  0.01399857]
[-0.01479359  0.01499821],[-0.97271365  0.99964461],0.0013947979000278148,-0.02957290633891684,[-0.01479359  0.01499821]
[-0.01576441  0.0159978 ],[-0.97082208  0.99959075],0.001393440768165878,-0.031513640190155026,[-0.01576441  0.0159978 ]
[-0.01673335  0.01699734],[-0.96893797  0.99953321],0.0013920874379728205,-0.033450607848251115,[-0.01673335  0.01699734]
[-0.01770041  0.01799681],[-0.96706129  0.99947202],0.0013907378808358508,-0.035383823443451944,[-0.01770041  0.01799681]
[-0.0186656   0.01899622],[-0.96519199  0.9994072 ],0.0013893920683940878,-0.037313300996915426,[-0.0186656   0.01899622]
[-0.01962893  0.01999555],[-0.96333003  0.99933877],0.0013880499725364614,-0.039239054421791125,[-0.01962893  0.01999555]
[-0.0205904   0.02099482],[-0.96147539  0.99926675],0.001386711565399635,-0.04116109752428971,[-0.0205904   0.02099482]
[-0.02155003  0.02199401],[-0.95962802  0.99919117],0.0013853768193659475,-0.043079444004741216,[-0.02155003  0.02199401]
[-0.02250782  0.02299312],[-0.95778789  0.99911204],0.0013840457070613574,-0.044994107458642456,[-0.02250782  0.02299312]
[-0.02346378  0.02399215],[-0.95595497  0.99902939],0.001382718201353409,-0.046905101377693575,[-0.02346378  0.02399215]
[-0.0244179  0.0249911],[-0.9541292   0.99894324],0.0013813942753492078,-0.04881243915082372,[-0.0244179  0.0249911]
[-0.02537022  0.02598995],[-0.95231057  0.99885362],0.0013800739023934118,-0.05071613406520628,[-0.02537022  0.02598995]
[-0.02632071  0.02698871],[-0.95049904  0.99876053],0.0013787570560662495,-0.05261619930726354,[-0.02632071  0.02698871]
[-0.02726941  0.02798738],[-0.94869456  0.99866401],0.0013774437101815313,-0.05451264796366081,[-0.02726941  0.02798738]
[-0.02821631  0.02898594],[-0.94689711  0.99856407],0.0013761338387846865,-0.05640549302229049,[-0.02821631  0.02898594]
[-0.02916141  0.0299844 ],[-0.94510665  0.99846073],0.0013748274161508162,-0.05829474737324574,[-0.02916141  0.0299844 ]
[-0.03010474  0.03098275],[-0.94332315  0.99835403],0.0013735244167827575,-0.060180423809784174,[-0.03010474  0.03098275]
[-0.03104628  0.031981  ],[-0.94154656  0.99824396],0.0013722248154091558,-0.062062535029281544,[-0.03104628  0.031981  ]
[-0.03198606  0.03297913],[-0.93977687  0.99813057],0.0013709285869825543,-0.0639410936341756,[-0.03198606  0.03297913]
[-0.03292407  0.03397714],[-0.93801402  0.99801386],0.0013696357066775163,-0.06581611213290008,[-0.03292407  0.03397714]
[-0.03386033  0.03497504],[-0.93625799  0.99789386],0.0013683461498887309,-0.06768760294080911,[-0.03386033  0.03497504]
[-0.03479484  0.03597281],[-0.93450875  0.99777059],0.0013670598922291344,-0.06955557838109204,[-0.03479484  0.03597281]
[-0.03572761  0.03697045],[-0.93276625  0.99764407],0.0013657769095280893,-0.07142005068567882,[-0.03572761  0.03697045]
[-0.03665864  0.03796797],[-0.93103048  0.99751431],0.0013644971778295067,-0.07328103199613584,[-0.03665864  0.03796797]
[-0.03758794  0.03896535],[-0.92930138  0.99738134],0.0013632206733900575,-0.07513853436455284,[-0.03758794  0.03896535]
[-0.03851552  0.03996259],[-0.92757894  0.99724518],0.0013619473726773307,-0.07699256975442022,[-0.03851552  0.03996259]
[-0.03944138  0.0409597 ],[-0.92586311  0.99710585],0.0013606772523680438,-0.07884315004149774,[-0.03944138  0.0409597 ]
[-0.04036553  0.04195666],[-0.92415387  0.99696337],0.001359410289346269,-0.08069028701467373,[-0.04036553  0.04195666]
[-0.04128799  0.04295348],[-0.92245119  0.99681775],0.0013581464607016402,-0.08253399237681591,[-0.04128799  0.04295348]
[-0.04220874  0.04395015],[-0.92075502  0.99666901],0.0013568857437276053,-0.08437427774561303,[-0.04220874  0.04395015]
[-0.04312781  0.04494666],[-0.91906533  0.99651719],0.0013556281159196782,-0.08621115465440797,[-0.04312781  0.04494666]
[-0.04404519  0.04594303],[-0.91738211  0.99636228],0.0013543735549737066,-0.08804463455302222,[-0.04404519  0.04594303]
[-0.04496089  0.04693923],[-0.9157053   0.99620432],0.001353122038784149,-0.08987472880857186,[-0.04496089  0.04693923]
[-0.04587493  0.04793527],[-0.91403489  0.99604332],0.001351873545442369,-0.09170144870627495,[-0.04587493  0.04793527]
[-0.0467873   0.04893115],[-0.91237084  0.99587931],0.0013506280532349394,-0.09352480545025078,[-0.0467873   0.04893115]
[-0.04769801  0.04992687],[-0.91071311  0.99571229],0.0013493855406419791,-0.09534481016431073,[-0.04769801  0.04992687]
[-0.04860707  0.05092241],[-0.90906168  0.99554229],0.001348145986335447,-0.09716147389274105,[-0.04860707  0.05092241]
[-0.04951449  0.05191778],[-0.90741652  0.99536933],0.0013469093691775215,-0.09897480760107732,[-0.04951449  0.05191778]
[-0.05042027  0.05291297],[-0.9057776   0.99519342],0.0013456756682189307,-0.10078482217687126,[-0.05042027  0.05291297]
[-0.05132441  0.05390799],[-0.90414487  0.99501459],0.0013444448626973556,-0.10259152843044939,[-0.05132441  0.05390799]
[-0.05222693  0.05490282],[-0.90251832  0.99483285],0.00134321693203577,-0.1043949370956637,[-0.05222693  0.05490282]
[-0.05312783  0.05589747],[-0.90089791  0.99464822],0.0013419918558408676,-0.10619505883063513,[-0.05312783  0.05589747]
[-0.05402711  0.05689193],[-0.89928362  0.99446072],0.0013407696139014608,-0.10799190421848859,[-0.05402711  0.05689193]
[-0.05492479  0.0578862 ],[-0.89767541  0.99427037],0.0013395501861868772,-0.10978548376808107,[-0.05492479  0.0578862 ]
[-0.05582086  0.05888028],[-0.89607324  0.99407718],0.0013383335528454419,-0.11157580791472188,[-0.05582086  0.05888028]
[-0.05671534  0.05987416],[-0.89447711  0.99388117],0.001337119694202853,-0.11336288702088547,[-0.05671534  0.05987416]
[-0.05760823  0.06086784],[-0.89288696  0.99368236],0.0013359085907606926,-0.11514673137691701,[-0.05760823  0.06086784]
[-0.05849953  0.06186132],[-0.89130278  0.99348077],0.0013347002231948741,-0.11692735120173055,[-0.05849953  0.06186132]
[-0.05938925  0.0628546 ],[-0.88972453  0.99327642],0.0013334945723541241,-0.11870475664350016,[-0.05938925  0.0628546 ]
[-0.0602774   0.06384767],[-0.88815218  0.99306931],0.0013322916192584659,-0.12047895778034369,[-0.0602774   0.06384767]
[-0.06116399  0.06484052],[-0.88658571  0.99285948],0.001331091345097736,-0.12224996462099968,[-0.06116399  0.06484052]
[-0.06204902  0.06583317],[-0.88502509  0.99264693],0.001329893731230075,-0.12401778710549718,[-0.06204902  0.06583317]
[-0.06293249  0.0668256 ],[-0.88347028  0.99243169],0.0013286987591805037,-0.12578243510581863,[-0.06293249  0.0668256 ]
[-0.06381441  0.06781782],[-0.88192126  0.99221376],0.0013275064106393936,-0.12754391842655602,[-0.06381441  0.06781782]
[-0.06469479  0.06880981],[-0.88037801  0.99199318],0.0013263166674610809,-0.12930224680556024,[-0.06469479  0.06880981]
[-0.06557363  0.06980158],[-0.87884048  0.99176995],0.0013251295116623867,-0.13105742991458358,[-0.06557363  0.06980158]
[-0.06645093  0.07079312],[-0.87730866  0.99154409],0.0013239449254211961,-0.13280947735991577,[-0.06645093  0.07079312]
[-0.06732672  0.07178444],[-0.87578251  0.99131562],0.0013227628910750606,-0.13455839868301359,[-0.06732672  0.07178444]
[-0.06820098  0.07277552],[-0.87426201  0.99108455],0.0013215833911197875,-0.13630420336112348,[-0.06820098  0.07277552]
[-0.06907373  0.07376638],[-0.87274713  0.99085091],0.0013204064082080042,-0.13804690080789828,[-0.06907373  0.07376638]
[-0.06994496  0.07475699],[-0.87123785  0.9906147 ],0.0013192319251478753,-0.13978650037400744,[-0.06994496  0.07475699]
[-0.0708147   0.07574737],[-0.86973413  0.99037595],0.0013180599249016105,-0.1415230113477407,[-0.0708147   0.07574737]
[-0.07168293  0.0767375 ],[-0.86823594  0.99013466],0.0013168903905841907,-0.14325644295560583,[-0.07168293  0.0767375 ]
[-0.07254968  0.07772739],[-0.86674327  0.98989087],0.001315723305461992,-0.14498680436292025,[-0.07254968  0.07772739]
[-0.07341493  0.07871704],[-0.86525608  0.98964457],0.001314558652951445,-0.14671410467439613,[-0.07341493  0.07871704]
[-0.07427871  0.07970643],[-0.86377434  0.98939579],0.0013133964166176877,-0.1484383529347201,[-0.07427871  0.07970643]
[-0.07514101  0.08069558],[-0.86229803  0.98914455],0.0013122365801733035,-0.15015955812912624,[-0.07514101  0.08069558]
[-0.07600183  0.08168447],[-0.86082713  0.98889086],0.0013110791274769454,-0.15187772918396394,[-0.07600183  0.08168447]
[-0.07686119  0.0826731 ],[-0.8593616   0.98863473],0.0013099240425321198,-0.15359287496725926,[-0.07686119  0.0826731 ]
[-0.0777191   0.08366148],[-0.85790143  0.98837618],0.0013087713094858127,-0.15530500428927102,[-0.0777191   0.08366148]
[-0.07857554  0.08464959],[-0.85644657  0.98811523],0.0013076209126272904,-0.15701412590304065,[-0.07857554  0.08464959]
[-0.07943054  0.08563745],[-0.85499702  0.9878519 ],0.0013064728363867946,-0.158720248504937,[-0.07943054  0.08563745]
[-0.08028409  0.08662503],[-0.85355273  0.98758619],0.0013053270653343042,-0.16042338073519471,[-0.08028409  0.08662503]
[-0.08113621  0.08761235],[-0.8521137   0.98731812],0.0013041835841782765,-0.16212353117844813,[-0.08113621  0.08761235]
[-0.08198689  0.0885994 ],[-0.85067988  0.98704771],0.0013030423777644468,-0.16382070836425872,[-0.08198689  0.0885994 ]
[-0.08283614  0.08958617],[-0.84925125  0.98677498],0.0013019034310745503,-0.1655149207676374,[-0.08283614  0.08958617]
[-0.08368396  0.09057267],[-0.8478278   0.98649993],0.0013007667292251697,-0.1672061768095619,[-0.08368396  0.09057267]
[-0.08453037  0.0915589 ],[-0.84640949  0.98622258],0.0012996322574664835,-0.16889448485748815,[-0.08453037  0.0915589 ]
[-0.08537537  0.09254484],[-0.84499629  0.98594296],0.0012985000011811086,-0.17057985322585686,[-0.08537537  0.09254484]
[-0.08621896  0.0935305 ],[-0.84358819  0.98566106],0.0012973699458828938,-0.17226229017659472,[-0.08621896  0.0935305 ]
[-0.08706114  0.09451588],[-0.84218516  0.98537692],0.0012962420772157487,-0.17394180391961034,[-0.08706114  0.09451588]
[-0.08790193  0.09550097],[-0.84078718  0.98509054],0.0012951163809525048,-0.1756184026132856,[-0.08790193  0.09550097]
[-0.08874133  0.09648577],[-0.83939421  0.98480193],0.0012939928429937038,-0.17729209436496085,[-0.08874133  0.09648577]
[-0.08957933  0.09747028],[-0.83800624  0.98451111],0.0012928714493665235,-0.17896288723141676,[-0.08957933  0.09747028]
[-0.09041595  0.0984545 ],[-0.83662323  0.9842181 ],0.0012917521862235953,-0.18063078921934944,[-0.09041595  0.0984545 ]
[-0.0912512   0.09943842],[-0.83524518  0.98392291],0.0012906350398419054,-0.18229580828584208,[-0.0912512   0.09943842]
[-0.09208507  0.10042205],[-0.83387204  0.98362556],0.0012895199966216418,-0.18395795233883094,[-0.09208507  0.10042205]
[-0.09291758  0.10140537],[-0.83250381  0.98332605],0.0012884070430851217,-0.18561722923756693,[-0.09291758  0.10140537]
[-0.09374872  0.1023884 ],[-0.83114044  0.98302441],0.0012872961658756898,-0.18727364679307218,[-0.09374872  0.1023884 ]
[-0.0945785   0.10337112],[-0.82978193  0.98272064],0.0012861873517566278,-0.18892721276859228,[-0.0945785   0.10337112]
[-0.09540693  0.10435353],[-0.82842824  0.98241476],0.0012850805876100456,-0.1905779348800434,[-0.09540693  0.10435353]
[-0.09623401  0.10533564],[-0.82707936  0.98210679],0.0012839758604358497,-0.1922258207964553,[-0.09623401  0.10533564]
[-0.09705974  0.10631744],[-0.82573526  0.98179673],0.001282873157350691,-0.19387087814040954,[-0.09705974  0.10631744]
[-0.09788414  0.10729892],[-0.82439591  0.98148461],0.0012817724655868475,-0.19551311448847294,[-0.09788414  0.10729892]
[-0.0987072   0.10828009],[-0.82306129  0.98117043],0.0012806737724912534,-0.1971525373716273,[-0.0987072   0.10828009]
[-0.09952893  0.10926094],[-0.82173139  0.98085421],0.0012795770655244006,-0.19878915427569405,[-0.09952893  0.10926094]
[-0.10034934  0.11024148],[-0.82040617  0.98053597],0.0012784823322594021,-0.20042297264175468,[-0.10034934  0.11024148]
[-0.10116842  0.1112217 ],[-0.81908562  0.98021571],0.0012773895603808627,-0.2020539998665672,[-0.10116842  0.1112217 ]
[-0.10198619  0.11220159],[-0.81776971  0.97989345],0.0012762987376839442,-0.20368224330297793,[-0.10198619  0.11220159]
[-0.10280265  0.11318116],[-0.81645842  0.9795692 ],0.0012752098520733624,-0.2053077102603292,[-0.10280265  0.11318116]
[-0.1036178  0.1141604],[-0.81515172  0.97924298],0.00127412289156236,-0.206930408004863,[-0.1036178  0.1141604]
[-0.10443165  0.11513932],[-0.8138496  0.9789148],0.0012730378442717633,-0.20855034376012022,[-0.10443165  0.11513932]
[-0.1052442  0.1161179],[-0.81255203  0.97858467],0.0012719546984289545,-0.2101675247073361,[-0.1052442  0.1161179]
[-0.10605546  0.11709615],[-0.81125899  0.9782526 ],0.0012708734423669955,-0.21178195798583146,[-0.10605546  0.11709615]
[-0.10686543  0.11807407],[-0.80997046  0.97791862],0.0012697940645235585,-0.21339365069339988,[-0.10686543  0.11807407]
[-0.10767412  0.11905166],[-0.80868642  0.97758272],0.0012687165534400488,-0.21500260988669098,[-0.10767412  0.11905166]
[-0.10848153  0.1200289 ],[-0.80740684  0.97724493],0.0012676408977606495,-0.21660884258158983,[-0.10848153  0.1200289 ]
[-0.10928766  0.12100581],[-0.8061317   0.97690525],0.00126656708623139,-0.21821235575359244,[-0.10928766  0.12100581]
[-0.11009252  0.12198237],[-0.80486098  0.9765637 ],0.0012654951076991985,-0.2198131563381772,[-0.11009252  0.12198237]
[-0.11089611  0.12295859],[-0.80359467  0.9762203 ],0.0012644249511109935,-0.2214112512311729,[-0.11089611  0.12295859]
[-0.11169845  0.12393446],[-0.80233273  0.97587505],0.0012633566055128284,-0.22300664728912278,[-0.11169845  0.12393446]
[-0.11249952  0.12490999],[-0.80107515  0.97552796],0.0012622900600488523,-0.22459935132964468,[-0.11249952  0.12490999]
[-0.11329934  0.12588517],[-0.7998219   0.97517906],0.0012612253039605817,-0.22618937013178775,[-0.11329934  0.12588517]
[-0.11409792  0.12686   ],[-0.79857297  0.97482834],0.0012601623265858957,-0.2277767104363856,[-0.11409792  0.12686   ]
[-0.11489524  0.12783448],[-0.79732834  0.97447583],0.0012591011173582224,-0.22936137894640538,[-0.11489524  0.12783448]
[-0.11569133  0.1288086 ],[-0.79608798  0.97412154],0.0012580416658056323,-0.2309433823272939,[-0.11569133  0.1288086 ]
[-0.11648618  0.12978236],[-0.79485187  0.97376547],0.0012569839615499828,-0.2325227272073197,[-0.11648618  0.12978236]
[-0.1172798   0.13075577],[-0.79361999  0.97340764],0.0012559279943060604,-0.23409942017791185,[-0.1172798   0.13075577]
[-0.1180722   0.13172882],[-0.79239233  0.97304807],0.001254873753880722,-0.23567346779399528,[-0.1180722   0.13172882]
[-0.11886336  0.13270151],[-0.79116885  0.97268675],0.0012538212301721175,-0.23724487657432275,[-0.11886336  0.13270151]
[-0.11965331  0.13367383],[-0.78994955  0.97232372],0.0012527704131687376,-0.2388136530018031,[-0.11965331  0.13367383]
[-0.12044205  0.13464579],[-0.7887344   0.97195897],0.0012517212929487025,-0.24037980352382662,[-0.12044205  0.13464579]
[-0.12122957  0.13561738],[-0.78752338  0.97159252],0.0012506738596788866,-0.2419433345525867,[-0.12122957  0.13561738]
[-0.12201589  0.1365886 ],[-0.78631647  0.97122438],0.0012496281036140971,-0.24350425246539864,[-0.12201589  0.1365886 ]
[-0.122801    0.13755946],[-0.78511366  0.97085457],0.0012485840150963012,-0.2450625636050145,[-0.122801    0.13755946]
[-0.12358492  0.13852994],[-0.78391491  0.97048309],0.0012475415845537889,-0.24661827427993552,[-0.12358492  0.13852994]
[-0.12436764  0.13950005],[-0.78272022  0.97010995],0.0012465008025004357,-0.24817139076472072,[-0.12436764  0.13950005]
[-0.12514917  0.14046979],[-0.78152956  0.96973517],0.0012454616595348547,-0.24972191930029292,[-0.12514917  0.14046979]
[-0.12592951  0.14143915],[-0.78034291  0.96935876],0.001244424146339679,-0.25126986609424096,[-0.12592951  0.14143915]
[-0.12670867  0.14240813],[-0.77916025  0.96898073],0.001243388253680733,-0.2528152373211196,[-0.12670867  0.14240813]
[-0.12748665  0.14337673],[-0.77798157  0.96860109],0.0012423539724063211,-0.25435803912274585,[-0.12748665  0.14337673]
[-0.12826346  0.14434495],[-0.77680685  0.96821985],0.0012413212934464504,-0.25589827760849226,[-0.12826346  0.14434495]
[-0.12903909  0.14531279],[-0.77563606  0.96783702],0.0012402902078120343,-0.25743595885557746,[-0.12903909  0.14531279]
[-0.12981356  0.14628024],[-0.77446919  0.96745262],0.0012392607065942524,-0.25897108890935383,[-0.12981356  0.14628024]
[-0.13058687  0.1472473 ],[-0.77330622  0.96706665],0.0012382327809636945,-0.2605036737835916,[-0.13058687  0.1472473 ]
[-0.13135902  0.14821398],[-0.77214713  0.96667913],0.0012372064221697126,-0.26203371946076137,[-0.13135902  0.14821398]
[-0.13213001  0.14918027],[-0.7709919   0.96629007],0.0012361816215396893,-0.2635612318923117,[-0.13213001  0.14918027]
[-0.13289985  0.15014617],[-0.76984051  0.96589947],0.0012351583704782588,-0.2650862169989462,[-0.13289985  0.15014617]
[-0.13366854  0.15111168],[-0.76869295  0.96550735],0.001234136660466679,-0.2666086806708959,[-0.13366854  0.15111168]
[-0.13443609  0.15207679],[-0.76754919  0.96511372],0.0012331164830620062,-0.26812862876819,[-0.13443609  0.15207679]
[-0.1352025   0.15304151],[-0.76640922  0.9647186 ],0.0012320978298966112,-0.2696460671209236,[-0.1352025   0.15304151]
[-0.13596777  0.15400583],[-0.76527302  0.96432198],0.0012310806926772047,-0.2711610015295221,[-0.13596777  0.15400583]
[-0.13673191  0.15496976],[-0.76414057  0.96392388],0.0012300650631843811,-0.27267343776500375,[-0.13673191  0.15496976]
[-0.13749493  0.15593328],[-0.76301186  0.96352431],0.0012290509332718174,-0.2741833815692392,[-0.13749493  0.15593328]
[-0.13825681  0.15689641],[-0.76188686  0.96312329],0.001228038294865615,-0.27569083865520844,[-0.13825681  0.15689641]
[-0.13901758  0.15785913],[-0.76076556  0.96272081],0.0012270271399636924,-0.27719581470725474,[-0.13901758  0.15785913]
[-0.13977723  0.15882144],[-0.75964794  0.9623169 ],0.0012260174606350783,-0.2786983153813366,[-0.13977723  0.15882144]
[-0.14053576  0.15978336],[-0.75853398  0.96191157],0.0012250092490191573,-0.280198346305277,[-0.14053576  0.15978336]
[-0.14129318  0.16074486],[-0.75742367  0.96150481],0.0012240024973252572,-0.28169591307900993,[-0.14129318  0.16074486]
[-0.1420495   0.16170596],[-0.75631698  0.96109665],0.0012229971978317549,-0.2831910212748242,[-0.1420495   0.16170596]
[-0.14280472  0.16266664],[-0.75521391  0.96068709],0.0012219933428856077,-0.28468367643760567,[-0.14280472  0.16266664]
[-0.14355883  0.16362692],[-0.75411443  0.96027614],0.001220990924901583,-0.2861738840850758,[-0.14355883  0.16362692]
[-0.14431185  0.16458678],[-0.75301852  0.95986382],0.001219989936361784,-0.2876616497080291,[-0.14431185  0.16458678]
[-0.14506377  0.16554623],[-0.75192618  0.95945013],0.001218990369814893,-0.2891469787705666,[-0.14506377  0.16554623]
[-0.14581461  0.16650527],[-0.75083737  0.95903508],0.0012179922178756264,-0.2906298767103287,[-0.14581461  0.16650527]
[-0.14656436  0.16746389],[-0.74975209  0.95861869],0.00121699547322411,-0.2921103489387243,[-0.14656436  0.16746389]
[-0.14731303  0.16842209],[-0.74867032  0.95820095],0.0012160001286052073,-0.29358840084115806,[-0.14731303  0.16842209]
[-0.14806063  0.16937987],[-0.74759204  0.95778189],0.0012150061768280984,-0.2950640377772559,[-0.14806063  0.16937987]
[-0.14880714  0.17033723],[-0.74651724  0.95736151],0.00121401361076545,-0.29653726508108724,[-0.14880714  0.17033723]
[-0.14955259  0.17129417],[-0.74544589  0.95693982],0.0012130224233529976,-0.2980080880613854,[-0.14955259  0.17129417]
[-0.15029697  0.17225069],[-0.74437799  0.95651683],0.0012120326075888734,-0.2994765120017663,[-0.15029697  0.17225069]
[-0.15104028  0.17320678],[-0.74331351  0.95609256],0.0012110441565330915,-0.30094254216094396,[-0.15104028  0.17320678]
[-0.15178253  0.17416245],[-0.74225244  0.955667  ],0.0012100570633069273,-0.3024061837729449,[-0.15178253  0.17416245]
[-0.15252373  0.17511769],[-0.74119476  0.95524017],0.0012090713210923662,-0.3038674420473194,[-0.15252373  0.17511769]
[-0.15326387  0.1760725 ],[-0.74014046  0.95481208],0.0012080869231314835,-0.305326322169351,[-0.15326387  0.1760725 ]
[-0.15400296  0.17702688],[-0.73908953  0.95438274],0.0012071038627260527,-0.30678282930026424,[-0.15400296  0.17702688]
[-0.154741    0.17798084],[-0.73804193  0.95395215],0.0012061221332367376,-0.3082369685774297,[-0.154741    0.17798084]
[-0.155478    0.17893436],[-0.73699767  0.95352033],0.0012051417280827747,-0.3096887451145675,[-0.155478    0.17893436]
[-0.15621395  0.17988744],[-0.73595672  0.95308728],0.0012041626407413174,-0.31113816400194805,[-0.15621395  0.17988744]
[-0.15694887  0.1808401 ],[-0.73491907  0.95265302],0.0012031848647469131,-0.31258523030659185,[-0.15694887  0.1808401 ]
[-0.15768276  0.18179231],[-0.7338847   0.95221755],0.0012022083936909654,-0.314029949072466,[-0.15768276  0.18179231]
[-0.15841561  0.18274409],[-0.73285359  0.95178089],0.0012012332212212426,-0.31547232532068,[-0.15841561  0.18274409]
[-0.15914744  0.18369544],[-0.73182574  0.95134303],0.0012002593410412692,-0.31691236404967826,[-0.15914744  0.18369544]
[-0.15987824  0.18464634],[-0.73080113  0.950904  ],0.001199286746909901,-0.3183500702354319,[-0.15987824  0.18464634]
[-0.16060802  0.18559681],[-0.72977973  0.95046379],0.0011983154326407868,-0.3197854488316277,[-0.16060802  0.18559681]
[-0.16133678  0.18654683],[-0.72876154  0.95002243],0.001197345392101839,-0.3212185047698559,[-0.16133678  0.18654683]
[-0.16206453  0.18749641],[-0.72774654  0.9495799 ],0.00119637661921464,-0.32264924295979525,[-0.16206453  0.18749641]
[-0.16279126  0.18844554],[-0.72673471  0.94913624],0.0011954091079541993,-0.3240776682893971,[-0.16279126  0.18844554]
[-0.16351699  0.18939424],[-0.72572604  0.94869143],0.0011944428523481209,-0.32550378562506693,[-0.16351699  0.18939424]
[-0.16424171  0.19034248],[-0.72472052  0.9482455 ],0.0011934778464764006,-0.3269275998118443,[-0.16424171  0.19034248]
[-0.16496543  0.19129028],[-0.72371813  0.94779845],0.0011925140844707628,-0.32834911567358116,[-0.16496543  0.19129028]
[-0.16568814  0.19223763],[-0.72271886  0.94735029],0.0011915515605142395,-0.3297683380131183,[-0.16568814  0.19223763]
[-0.16640987  0.19318453],[-0.72172268  0.94690103],0.0011905902688407273,-0.3311852716124597,[-0.16640987  0.19318453]
[-0.1671306   0.19413098],[-0.72072959  0.94645067],0.0011896302037344053,-0.3325999212329455,[-0.1671306   0.19413098]
[-0.16785034  0.19507698],[-0.71973958  0.94599923],0.0011886713595293864,-0.3340122916154231,[-0.16785034  0.19507698]
[-0.16856909  0.19602253],[-0.71875262  0.94554671],0.0011877137306091643,-0.3354223874804166,[-0.16856909  0.19602253]
[-0.16928686  0.19696762],[-0.7177687   0.94509312],0.0011867573114062448,-0.3368302135282943,[-0.16928686  0.19696762]
[-0.17000365  0.19791226],[-0.71678781  0.94463847],0.0011858020964015522,-0.338235774439435,[-0.17000365  0.19791226]
[-0.17071946  0.19885644],[-0.71580994  0.94418277],0.0011848480801240789,-0.339639074874392,[-0.17071946  0.19885644]
[-0.17143429  0.19980017],[-0.71483506  0.94372603],0.0011838952571504439,-0.3410401194740561,[-0.17143429  0.19980017]
[-0.17214815  0.20074344],[-0.71386317  0.94326825],0.0011829436221043664,-0.3424389128598164,[-0.17214815  0.20074344]
[-0.17286105  0.20168625],[-0.71289426  0.94280944],0.0011819931696563505,-0.34383545963371986,[-0.17286105  0.20168625]
[-0.17357298  0.2026286 ],[-0.7119283   0.94234961],0.0011810438945230707,-0.34522976437862923,[-0.17357298  0.2026286 ]
[-0.17428394  0.20357048],[-0.71096528  0.94188876],0.0011800957914671697,-0.34662183165837906,[-0.17428394  0.20357048]
[-0.17499395  0.20451191],[-0.7100052   0.94142692],0.0011791488552965297,-0.34801166601793077,[-0.17499395  0.20451191]
[-0.17570299  0.20545287],[-0.70904803  0.94096407],0.001178203080864183,-0.34939927198352533,[-0.17570299  0.20545287]
[-0.17641109  0.20639338],[-0.70809377  0.94050024],0.0011772584630676747,-0.3507846540628352,[-0.17641109  0.20639338]
[-0.17711823  0.20733341],[-0.7071424   0.94003543],0.0011763149968486571,-0.35216781674511455,[-0.17711823  0.20733341]
[-0.17782442  0.20827298],[-0.7061939   0.93956964],0.0011753726771925551,-0.35354876450134753,[-0.17782442  0.20827298]
[-0.17852967  0.20921208],[-0.70524826  0.93910289],0.0011744314991281347,-0.35492750178439547,[-0.17852967  0.20921208]
[-0.17923398  0.21015072],[-0.70430547  0.93863518],0.001173491457727047,-0.3563040330291426,[-0.17923398  0.21015072]
[-0.17993734  0.21108888],[-0.70336552  0.93816652],0.0011725525481035154,-0.35767836265264036,[-0.17993734  0.21108888]
[-0.18063977  0.21202658],[-0.70242839  0.93769692],0.0011716147654138196,-0.3590504950542498,[-0.18063977  0.21202658]
[-0.18134127  0.21296381],[-0.70149407  0.93722638],0.0011706781048560289,-0.3604204346157833,[-0.18134127  0.21296381]
[-0.18204183  0.21390056],[-0.70056255  0.93675492],0.0011697425616695103,-0.3617881857016443,[-0.18204183  0.21390056]
[-0.18274146  0.21483685],[-0.69963381  0.93628253],0.0011688081311345673,-0.36315375265896555,[-0.18274146  0.21483685]
[-0.18344017  0.21577265],[-0.69870784  0.93580924],0.0011678748085721614,-0.3645171398177469,[-0.18344017  0.21577265]
