x_1	x_2	f(x)	erro
-1.1025396264772782	-0.793387451435764	118.38300378336112	145.83311269570186
-1.27607182714009	-0.9226291581415099	124.43949716251012	9.083553058295365
-1.3360437275238692	-0.9514370638298786	126.47515235351074	1.5445106669139932
-1.3528492381618904	-0.9579821587135842	127.03989003107122	0.27396950726688374
-1.3565642110138487	-0.959332519817871	127.1645570446407	0.04977532151315245
-1.3572780832024622	-0.9595876040477631	127.18850370757877	0.009084994308068417
-1.3574099153682753	-0.9596345438062797	127.19291489069154	0.0016587212521699257
-1.3574069768138781	-0.9597503357691792	127.19188622076595	0.0003024823236046359
-1.3573990013275965	-0.9597521680031437	127.19244635669715	5.4863681725692004e-05
-1.3573989699770674	-0.9597553417043825	127.19243332576475	1.0012634447775781e-05
-1.3573981474859096	-0.9597564070325133	127.19244233664372	1.7769452824722975e-06
-1.3573974727456204	-0.9597576080916468	127.19243612222937	4.4195257942192256e-07
