x_1	x_2	x_3	x_4	f(x)	erro
-0.0539521189873614	0.6426958214480973	1.5974738516932505	-1.0935829189351276	60.178140732742904	33.63775169964484
0.05484539037986608	0.6569564248319744	1.8333948924315349	-1.3929624195492196	53.40589036791962	5.538015957586872
0.08081363772116891	0.6593068465800882	1.8834760858987427	-1.4354920641525588	52.173498553601235	1.0074059088478222
0.08580559261998623	0.659729490812839	1.8928769819769944	-1.4428688386487196	51.94852774380415	0.18389680734421177
0.08672546820086775	0.659806025551489	1.8946023257204843	-1.4442027422416974	51.90745417815738	0.033574606013203834
0.08671384104196558	0.6597309501797026	1.8950533575075041	-1.4443822770526817	51.89995810705561	0.006129535330785529
0.08657986405305862	0.6597191172807797	1.8952362999935364	-1.4443425470793065	51.898586222799416	0.0011207579035641402
0.08662147458588074	0.6598013277528585	1.8952210406982475	-1.444337587849657	51.8983366091947	0.00020357921788161093
0.0866260506294394	0.6598080497333272	1.8952203599768187	-1.4443383299701622	51.89829157834272	3.690577388226757e-05
0.08663207232149742	0.6598116096256155	1.8952163517850984	-1.4443403714436118	51.89828301038892	7.035936732791015e-06
0.08663321718869058	0.6598122374862214	1.8952155811530291	-1.4443407673926987	51.898281599457874	1.2213599944743692e-06
0.08663321718869058	0.6598122374862214	1.8952155811530291	-1.4443407673926987	51.898281599457874	0.0
