x,direcao_descida,erro,f(min),x_anterior
[-0.001  0.001],[-1.  1.],0.001414213562373095,-0.001992,[-0.001  0.001]
[-0.001995  0.001989],[-0.995  0.989],0.0014029062691427398,-0.003952291326000001,[-0.001995  0.001989]
[-0.00298504  0.0029671 ],[-0.990043  0.978103],0.0013917149925390618,-0.005881449927316429,[-0.00298504  0.0029671 ]
[-0.00397017  0.00393441],[-0.9851286   0.96730805],0.0013806387022607329,-0.007780041167216237,[-0.00397017  0.00393441]
[-0.00495043  0.00489103],[-0.98025642  0.9566142 ],0.0013696763769743773,-0.009648620017681514,[-0.00495043  0.00489103]
[-0.00592585  0.00583705],[-0.97542607  0.94602051],0.0013588270042157772,-0.011487731250590485,[-0.00592585  0.00583705]
[-0.00689649  0.00677257],[-0.97063715  0.93552607],0.001348089580291888,-0.01329790962538083,[-0.00689649  0.00677257]
[-0.00786238  0.0076977 ],[-0.9658893   0.92512995],0.0013374631101836486,-0.015079680073260063,[-0.00786238  0.0076977 ]
[-0.00882356  0.00861253],[-0.96118213  0.91483124],0.0013269466074496085,-0.016833557878026463,[-0.00882356  0.00861253]
[-0.00978008  0.00951716],[-0.95651528  0.90462905],0.0013165390941303463,-0.018560048853563008,[-0.00978008  0.00951716]
[-0.01073197  0.01041168],[-0.95188836  0.89452247],0.0013062396006536994,-0.020259649518065387,[-0.01073197  0.01041168]
[-0.01167927  0.0112962 ],[-0.94730101  0.88451062],0.001296047165740787,-0.021932847265064365,[-0.01167927  0.0112962 ]
[-0.01262202  0.01217079],[-0.94275288  0.87459264],0.0012859608363128515,-0.023580120531301305,[-0.01262202  0.01217079]
[-0.01356026  0.01303556],[-0.9382436   0.86476764],0.001275979667398889,-0.02520193896151489,[-0.01356026  0.01303556]
[-0.01449404  0.01389059],[-0.93377281  0.85503477],0.0012661027220440897,-0.026798763570195776,[-0.01449404  0.01389059]
[-0.01542338  0.01473598],[-0.92934016  0.84539317],0.0012563290712190793,-0.028371046900365026,[-0.01542338  0.01473598]
[-0.01634832  0.01557183],[-0.9249453  0.835842 ],0.0012466577937299797,-0.029919233179431085,[-0.01634832  0.01557183]
[-0.01726891  0.01639821],[-0.92058788  0.82638043],0.0012370879761292568,-0.03144375847217899,[-0.01726891  0.01639821]
[-0.01818518  0.01721521],[-0.91626756  0.81700762],0.0012276187126274063,-0.03294505083094469,[-0.01818518  0.01721521]
[-0.01909716  0.01802294],[-0.911984    0.80772276],0.001218249105005424,-0.03442353044302616,[-0.01909716  0.01802294]
[-0.0200049   0.01882146],[-0.90773687  0.79852503],0.001208978262528093,-0.03587960977538218,[-0.0200049   0.01882146]
[-0.02090842  0.01961087],[-0.90352582  0.78941362],0.001199805301858116,-0.03731369371666876,[-0.02090842  0.01961087]
[-0.02180777  0.02039126],[-0.89935053  0.78038773],0.0011907293469710345,-0.03872617971666212,[-0.02180777  0.02039126]
[-0.02270299  0.02116271],[-0.89521066  0.77144658],0.0011817495290709827,-0.0401174579231163,[-0.02270299  0.02116271]
[-0.02359409  0.0219253 ],[-0.8911059   0.76258937],0.001172864986507267,-0.04148791131610265,[-0.02359409  0.0219253 ]
[-0.02448113  0.02267911],[-0.88703592  0.75381534],0.00116407486469178,-0.04283791583987759,[-0.02448113  0.02267911]
[-0.02536413  0.02342424],[-0.8830004   0.74512371],0.0011553783160172248,-0.04416784053232389,[-0.02536413  0.02342424]
[-0.02624313  0.02416075],[-0.87899903  0.73651372],0.0011467744997762132,-0.04547804765201047,[-0.02624313  0.02416075]
[-0.02711816  0.02488874],[-0.87503149  0.72798461],0.0011382625820811625,-0.046768892802914144,[-0.02711816  0.02488874]
[-0.02798926  0.02560827],[-0.87109748  0.71953564],0.0011298417357850637,-0.04804072505684672,[-0.02798926  0.02560827]
[-0.02885645  0.02631944],[-0.86719667  0.71116606],0.0011215111404030882,-0.04929388707362932,[-0.02885645  0.02631944]
[-0.02971978  0.02702231],[-0.86332878  0.70287514],0.0011132699820350516,-0.05052871521905563,[-0.02971978  0.02702231]
[-0.03057927  0.02771697],[-0.8594935   0.69466215],0.0011051174532887298,-0.05174553968068464,[-0.03057927  0.02771697]
[-0.03143497  0.0284035 ],[-0.85569053  0.68652638],0.001097052753204035,-0.05294468458150287,[-0.03143497  0.0284035 ]
[-0.03228688  0.02908197],[-0.85191957  0.67846709],0.0010890750871780732,-0.05412646809149517,[-0.03228688  0.02908197]
[-0.03313506  0.02975245],[-0.84818033  0.6704836 ],0.0010811836668910514,-0.05529120253716275,[-0.03313506  0.02975245]
[-0.03397954  0.03041503],[-0.84447251  0.66257519],0.001073377710233084,-0.05643919450902608,[-0.03397954  0.03041503]
[-0.03482033  0.03106977],[-0.84079584  0.65474117],0.0010656564412318582,-0.05757074496714977,[-0.03482033  0.03106977]
[-0.03565748  0.03171675],[-0.83715003  0.64698085],0.0010580190899812073,-0.05868614934472584,[-0.03565748  0.03171675]
[-0.03649102  0.03235604],[-0.83353479  0.63929356],0.0010504648925705692,-0.05978569764975111,[-0.03649102  0.03235604]
[-0.03732097  0.03298772],[-0.82994984  0.6316786 ],0.0010429930910153262,-0.06086967456483374,[-0.03732097  0.03298772]
[-0.03814736  0.03361186],[-0.8263949   0.62413533],0.0010356029331880774,-0.0619383595451634,[-0.03814736  0.03361186]
[-0.03897023  0.03422852],[-0.8228697   0.61666306],0.0010282936727507854,-0.06299202691467878,[-0.03897023  0.03422852]
[-0.03978961  0.03483778],[-0.81937398  0.60926114],0.00102106456908786,-0.06403094596046573,[-0.03978961  0.03483778]
[-0.04060551  0.03543971],[-0.81590744  0.60192893],0.0010139148872401675,-0.06505538102541841,[-0.04060551  0.03543971]
[-0.04141798  0.03603438],[-0.81246984  0.59466578],0.0010068438978399336,-0.06606559159919566,[-0.04141798  0.03603438]
[-0.04222704  0.03662185],[-0.80906091  0.58747104],0.0009998508770465793,-0.06706183240750363,[-0.04222704  0.03662185]
[-0.04303273  0.03720219],[-0.80568037  0.58034409],0.0009929351064835233,-0.06804435349973578,[-0.04303273  0.03720219]
[-0.04383505  0.03777547],[-0.80232798  0.5732843 ],0.0009860958731758886,-0.06901340033500032,[-0.04383505  0.03777547]
[-0.04463406  0.03834177],[-0.79900347  0.56629104],0.0009793324694891544,-0.06996921386656473,[-0.04463406  0.03834177]
[-0.04542976  0.03890113],[-0.79570659  0.5593637 ],0.0009726441930688029,-0.07091203062474657,[-0.04542976  0.03890113]
[-0.0462222   0.03945363],[-0.79243708  0.55250167],0.0009660303467808178,-0.07184208279827917,[-0.0462222   0.03945363]
[-0.04701139  0.03999934],[-0.78919471  0.54570435],0.0009594902386532724,-0.07275959831418014,[-0.04701139  0.03999934]
[-0.04779737  0.04053831],[-0.7859792   0.53897113],0.0009530231818187398,-0.07366480091615042,[-0.04779737  0.04053831]
[-0.04858016  0.04107061],[-0.78279033  0.53230142],0.0009466284944577856,-0.07455791024153083,[-0.04858016  0.04107061]
[-0.04935979  0.0415963 ],[-0.77962785  0.52569464],0.0009403054997433606,-0.0754391418968425,[-0.04935979  0.0415963 ]
[-0.05013628  0.04211545],[-0.77649151  0.5191502 ],0.0009340535257861725,-0.07630870753193765,[-0.05013628  0.04211545]
[-0.05090966  0.04262812],[-0.77338107  0.51266752],0.0009278719055810697,-0.07716681491278574,[-0.05090966  0.04262812]
[-0.05167996  0.04313437],[-0.77029631  0.50624604],0.0009217599769543506,-0.07801366799292066,[-0.05167996  0.04313437]
[-0.0524472   0.04363425],[-0.76723698  0.49988518],0.0009157170825120816,-0.07884946698357312,[-0.0524472   0.04363425]
[-0.0532114   0.04412784],[-0.76420285  0.49358439],0.0009097425695894215,-0.07967440842251278,[-0.0532114   0.04412784]
[-0.05397259  0.04461518],[-0.76119369  0.48734311],0.0009038357902008685,-0.08048868524162361,[-0.05397259  0.04461518]
[-0.0547308   0.04509634],[-0.75820927  0.48116078],0.0008979961009915527,-0.08129248683323598,[-0.0547308   0.04509634]
[-0.05548605  0.04557138],[-0.75524937  0.47503687],0.000892222863189482,-0.0820859991152382,[-0.05548605  0.04557138]
[-0.05623837  0.04604035],[-0.75231376  0.46897082],0.0008865154425587822,-0.08286940459499009,[-0.05623837  0.04604035]
[-0.05698777  0.04650331],[-0.74940222  0.46296212],0.0008808732093539458,-0.08364288243206067,[-0.05698777  0.04650331]
[-0.05773428  0.04696032],[-0.74651453  0.45701021],0.000875295538275031,-0.0844066084998112,[-0.05773428  0.04696032]
[-0.05847793  0.04741143],[-0.74365047  0.45111459],0.0008697818084238797,-0.08516075544584549,[-0.05847793  0.04741143]
[-0.05921874  0.04785671],[-0.74080983  0.44527472],0.0008643314032613107,-0.08590549275134772,[-0.05921874  0.04785671]
[-0.05995674  0.0482962 ],[-0.73799238  0.43949009],0.0008589437105653217,-0.08664098678932858,[-0.05995674  0.0482962 ]
[-0.06069193  0.04872996],[-0.73519793  0.43376019],0.000853618122390206,-0.08736740088179967,[-0.06069193  0.04872996]
[-0.06142436  0.04915804],[-0.73242625  0.42808452],0.0008483540350267461,-0.08808489535589593,[-0.06142436  0.04915804]
[-0.06215404  0.04958051],[-0.72967715  0.42246256],0.0008431508489633219,-0.08879362759896547,[-0.06215404  0.04958051]
[-0.06288099  0.0499974 ],[-0.7269504   0.41689383],0.0008380079688479949,-0.08949375211264576,[-0.06288099  0.0499974 ]
[-0.06360523  0.05040878],[-0.72424582  0.41137783],0.0008329248034515843,-0.09018542056594481,[-0.06360523  0.05040878]
[-0.0643268   0.05081469],[-0.7215632   0.40591407],0.0008279007656317521,-0.09086878184734581,[-0.0643268   0.05081469]
[-0.0650457   0.05121519],[-0.71890233  0.40050207],0.0008229352722979068,-0.09154398211595294,[-0.0650457   0.05121519]
[-0.06576196  0.05161034],[-0.71626302  0.39514134],0.0008180277443772362,-0.0922111648516962,[-0.06576196  0.05161034]
[-0.06647561  0.05200017],[-0.71364507  0.38983142],0.0008131776067816076,-0.09287047090461245,[-0.06647561  0.05200017]
[-0.06718666  0.05238474],[-0.71104828  0.38457184],0.000808384288375371,-0.0935220385432198,[-0.06718666  0.05238474]
[-0.06789513  0.0527641 ],[-0.70847247  0.37936212],0.0008036472219441647,-0.09416600350200188,[-0.06789513  0.0527641 ]
[-0.06860105  0.0531383 ],[-0.70591744  0.3742018 ],0.000798965844164646,-0.09480249902801839,[-0.06860105  0.0531383 ]
[-0.06930443  0.05350739],[-0.703383    0.36909044],0.0007943395955750833,-0.0954316559266581,[-0.06930443  0.05350739]
[-0.0700053   0.05387142],[-0.70086896  0.36402756],0.0007897679205469575,-0.09605360260655005,[-0.0700053   0.05387142]
[-0.07070367  0.05423043],[-0.69837514  0.35901274],0.0007852502672573345,-0.09666846512364838,[-0.07070367  0.05423043]
[-0.07139957  0.05458448],[-0.69590135  0.35404551],0.0007807860876622191,-0.09727636722450594,[-0.07139957  0.05458448]
[-0.07209302  0.0549336 ],[-0.69344741  0.34912544],0.000776374837470834,-0.09787743038875196,[-0.07209302  0.0549336 ]
[-0.07278403  0.05527786],[-0.69101314  0.3442521 ],0.0007720159761205978,-0.09847177387078775,[-0.07278403  0.05527786]
[-0.07347263  0.05561728],[-0.68859836  0.33942504],0.0007677089667531357,-0.09905951474071564,[-0.07347263  0.05561728]
[-0.07415884  0.05595193],[-0.68620289  0.33464384],0.0007634532761910315,-0.09964076792451465,[-0.07415884  0.05595193]
[-0.07484266  0.05628183],[-0.68382655  0.32990808],0.0007592483749154588,-0.1002156462434769,[-0.07484266  0.05628183]
[-0.07552413  0.05660705],[-0.68146917  0.32521734],0.0007550937370445915,-0.10078426045291852,[-0.07552413  0.05660705]
[-0.07620326  0.05692762],[-0.67913058  0.32057119],0.0007509888403128604,-0.10134671928017844,[-0.07620326  0.05692762]
[-0.07688007  0.05724359],[-0.67681061  0.31596923],0.0007469331660509668,-0.10190312946191767,[-0.07688007  0.05724359]
[-0.07755458  0.057555  ],[-0.67450908  0.31141105],0.0007429261991666462,-0.1024535957807326,[-0.07755458  0.057555  ]
[-0.07822681  0.0578619 ],[-0.67222583  0.30689623],0.0007389674281263,-0.10299822110109458,[-0.07822681  0.0578619 ]
[-0.07889677  0.05816432],[-0.66996069  0.30242438],0.0007350563449372373,-0.10353710640462818,[-0.07889677  0.05816432]
[-0.07956448  0.05846232],[-0.66771349  0.29799511],0.0007311924451306775,-0.10407035082474045,[-0.07956448  0.05846232]
[-0.08022997  0.05875593],[-0.66548408  0.29360801],0.0007273752277455228,-0.10459805168061284,[-0.08022997  0.05875593]
[-0.08089324  0.05904519],[-0.66327229  0.28926269],0.0007236041953127824,-0.10512030451056797,[-0.08089324  0.05904519]
[-0.08155432  0.05933015],[-0.66107796  0.28495877],0.0007198788538406166,-0.10563720310482225,[-0.08155432  0.05933015]
[-0.08221322  0.05961084],[-0.65890092  0.28069587],0.0007161987128001232,-0.10614883953763599,[-0.08221322  0.05961084]
[-0.08286996  0.05988732],[-0.65674103  0.2764736 ],0.0007125632851116967,-0.10665530419887194,[-0.08286996  0.05988732]
[-0.08352456  0.06015961],[-0.65459813  0.27229159],0.0007089720871320279,-0.10715668582497323,[-0.08352456  0.06015961]
[-0.08417703  0.06042776],[-0.65247206  0.26814946],0.000705424638641727,-0.10765307152937126,[-0.08417703  0.06042776]
[-0.08482739  0.06069181],[-0.65036267  0.26404685],0.0007019204628334347,-0.10814454683233413,[-0.08482739  0.06069181]
[-0.08547566  0.06095179],[-0.6482698   0.25998338],0.0006984590863006042,-0.108631195690266,[-0.08547566  0.06095179]
[-0.08612185  0.06120775],[-0.64619331  0.25595871],0.0006950400390267156,-0.10911310052446718,[-0.08612185  0.06120775]
[-0.08676599  0.06145972],[-0.64413305  0.25197246],0.0006916628543751134,-0.10959034224936522,[-0.08676599  0.06145972]
[-0.08740808  0.06170774],[-0.64208887  0.24802428],0.0006883270690791849,-0.11006300030022648,[-0.08740808  0.06170774]
[-0.08804814  0.06195186],[-0.64006061  0.24411382],0.0006850322232332358,-0.1105311526603579,[-0.08804814  0.06195186]
[-0.08868619  0.0621921 ],[-0.63804815  0.24024073],0.000681777860283537,-0.11099487588780821,[-0.08868619  0.0621921 ]
[-0.08932224  0.0624285 ],[-0.63605133  0.23640466],0.0006785635270200856,-0.11145424514157794,[-0.08932224  0.0624285 ]
[-0.08995631  0.06266111],[-0.63407002  0.23260526],0.0006753887735685889,-0.11190933420734711,[-0.08995631  0.06266111]
[-0.09058841  0.06288995],[-0.63210406  0.22884221],0.0006722531533828231,-0.11236021552272965,[-0.09058841  0.06288995]
[-0.09121856  0.06311507],[-0.63015333  0.22511516],0.0006691562232375762,-0.11280696020206307,[-0.09121856  0.06311507]
[-0.09184678  0.06333649],[-0.62821767  0.22142378],0.0006660975432216478,-0.11324963806074215,[-0.09184678  0.06333649]
[-0.09247308  0.06355426],[-0.62629697  0.21776774],0.0006630766767313778,-0.11368831763910472,[-0.09247308  0.06355426]
[-0.09309747  0.0637684 ],[-0.62439107  0.2141467 ],0.0006600931904643619,-0.11412306622587817,[-0.09309747  0.0637684 ]
[-0.09371997  0.06397896],[-0.62249985  0.21056036],0.0006571466544135427,-0.11455394988119447,[-0.09371997  0.06397896]
[-0.09434059  0.06418597],[-0.62062317  0.20700838],0.0006542366418614763,-0.11498103345918172,[-0.09434059  0.06418597]
[-0.09495935  0.06438946],[-0.6187609   0.20349044],0.0006513627293748656,-0.1154043806301401,[-0.09495935  0.06438946]
[-0.09557627  0.06458947],[-0.6169129   0.20000623],0.0006485244967993212,-0.11582405390230974,[-0.09557627  0.06458947]
[-0.09619135  0.06478603],[-0.61507906  0.19655544],0.0006457215272542934,-0.11624011464323825,[-0.09619135  0.06478603]
[-0.0968046   0.06497916],[-0.61325923  0.19313776],0.0006429534071281875,-0.1166526231007548,[-0.0968046   0.06497916]
[-0.09741606  0.06516892],[-0.6114533   0.18975288],0.0006402197260736531,-0.11706163842355866,[-0.09741606  0.06516892]
[-0.09802572  0.06535532],[-0.60966114  0.1864005 ],0.00063752007700295,-0.11746721868142862,[-0.09802572  0.06535532]
[-0.0986336  0.0655384],[-0.60788261  0.18308031],0.0006348540560834763,-0.11786942088506087,[-0.0986336  0.0655384]
[-0.09923972  0.06571819],[-0.60611761  0.17979202],0.0006322212627333901,-0.11826830100554162,[-0.09923972  0.06571819]
[-0.09984409  0.06589472],[-0.604366    0.17653533],0.0006296212996172695,-0.11866391399346166,[-0.09984409  0.06589472]
[-0.10044671  0.06606803],[-0.60262766  0.17330995],0.0006270537726418001,-0.1190563137976791,[-0.10044671  0.06606803]
[-0.10104762  0.06623815],[-0.60090247  0.17011559],0.0006245182909515981,-0.11944555338373695,[-0.10104762  0.06623815]
[-0.10164681  0.0664051 ],[-0.59919032  0.16695196],0.0006220144669249719,-0.1198316847519419,[-0.10164681  0.0664051 ]
[-0.1022443   0.06656892],[-0.59749108  0.16381877],0.0006195419161696288,-0.12021475895511033,[-0.1022443   0.06656892]
[-0.1028401   0.06672964],[-0.59580465  0.16071575],0.0006171002575184971,-0.12059482611598789,[-0.1028401   0.06672964]
[-0.10343423  0.06688728],[-0.59413089  0.15764261],0.0006146891130254503,-0.12097193544434873,[-0.10343423  0.06688728]
[-0.1040267   0.06704188],[-0.5924697   0.15459907],0.0006123081079608624,-0.12134613525377985,[-0.1040267   0.06704188]
[-0.10461752  0.06719346],[-0.59082096  0.15158487],0.0006099568708072829,-0.12171747297815685,[-0.10461752  0.06719346]
[-0.10520671  0.06734206],[-0.58918457  0.14859973],0.0006076350332548978,-0.1220859951878165,[-0.10520671  0.06734206]
[-0.10579427  0.06748771],[-0.5875604   0.14564338],0.0006053422301969075,-0.12245174760543165,[-0.10579427  0.06748771]
[-0.10638022  0.06763042],[-0.58594835  0.14271555],0.0006030780997248103,-0.12281477512159425,[-0.10638022  0.06763042]
[-0.10696456  0.06777024],[-0.5843483   0.13981598],0.0006008422831235519,-0.12317512181011159,[-0.10696456  0.06777024]
[-0.10754732  0.06790718],[-0.58276016  0.13694441],0.0005986344248664845,-0.12353283094302096,[-0.10754732  0.06790718]
[-0.10812851  0.06804128],[-0.58118381  0.13410057],0.0005964541726102171,-0.12388794500532838,[-0.10812851  0.06804128]
[-0.10870813  0.06817257],[-0.57961914  0.13128422],0.0005943011771892474,-0.12424050570947583,[-0.10870813  0.06817257]
[-0.10928619  0.06830106],[-0.57806605  0.12849509],0.0005921750926104478,-0.12459055400954251,[-0.10928619  0.06830106]
[-0.10986272  0.06842679],[-0.57652443  0.12573293],0.0005900755760473517,-0.12493813011518481,[-0.10986272  0.06842679]
[-0.11043771  0.06854979],[-0.57499418  0.12299749],0.0005880022878341573,-0.12528327350531973,[-0.11043771  0.06854979]
[-0.11101119  0.06867008],[-0.5734752   0.12028853],0.0005859548914596103,-0.1256260229415565,[-0.11101119  0.06867008]
[-0.11158316  0.06878769],[-0.57196738  0.11760579],0.0005839330535606179,-0.12596641648138135,[-0.11158316  0.06878769]
[-0.11215363  0.06890264],[-0.57047063  0.11494905],0.000581936443915557,-0.1263044914910993,[-0.11215363  0.06890264]
[-0.11272261  0.06901495],[-0.56898484  0.11231804],0.0005799647354374886,-0.12664028465853816,[-0.11272261  0.06901495]
[-0.11329012  0.06912467],[-0.56750992  0.10971254],0.0005780176041669365,-0.1269738320055188,[-0.11329012  0.06912467]
[-0.11385617  0.0692318 ],[-0.56604576  0.10713231],0.0005760947292645373,-0.1273051689000957,[-0.11385617  0.0692318 ]
[-0.11442076  0.06933638],[-0.56459227  0.10457712],0.0005741957930033298,-0.1276343300685726,[-0.11442076  0.06933638]
[-0.11498391  0.06943842],[-0.56314936  0.10204672],0.0005723204807608405,-0.12796134960729696,[-0.11498391  0.06943842]
[-0.11554562  0.06953796],[-0.56171692  0.0995409 ],0.0005704684810108201,-0.12828626099423737,[-0.11554562  0.06953796]
[-0.11610592  0.06963502],[-0.56029486  0.09705942],0.0005686394853146899,-0.12860909710034807,[-0.11610592  0.06963502]
[-0.1166648   0.06972962],[-0.55888309  0.09460206],0.0005668331883128032,-0.12892989020072437,[-0.1166648   0.06972962]
[-0.11722228  0.06982179],[-0.55748152  0.0921686 ],0.0005650492877152201,-0.12924867198555268,[-0.11722228  0.06982179]
[-0.11777837  0.06991155],[-0.55609005  0.0897588 ],0.0005632874842923505,-0.1295654735708594,[-0.11777837  0.06991155]
[-0.11833308  0.06999892],[-0.5547086   0.08737246],0.0005615474818652046,-0.12988032550906162,[-0.11833308  0.06999892]
[-0.11888642  0.07008393],[-0.55333706  0.08500936],0.0005598289872953211,-0.13019325779932406,[-0.11888642  0.07008393]
[-0.1194384  0.0701666],[-0.55197536  0.08266927],0.0005581317104744434,-0.13050429989772544,[-0.1194384  0.0701666]
[-0.11998902  0.07024695],[-0.5506234   0.08035199],0.000556455364313874,-0.13081348072723745,[-0.11998902  0.07024695]
[-0.1205383   0.07032501],[-0.5492811   0.07805731],0.0005547996647334063,-0.13112082868752073,[-0.1205383   0.07032501]
[-0.12108625  0.0704008 ],[-0.54794836  0.075785  ],0.0005531643306501172,-0.13142637166453996,[-0.12108625  0.0704008 ]
[-0.12163287  0.07047433],[-0.54662511  0.07353488],0.0005515490839667113,-0.13173013704000272,[-0.12163287  0.07047433]
[-0.12217818  0.07054564],[-0.54531126  0.07130672],0.0005499536495595897,-0.13203215170062405,[-0.12217818  0.07054564]
[-0.12272219  0.07061474],[-0.54400671  0.06910034],0.0005483777552666197,-0.13233244204722103,[-0.12272219  0.07061474]
[-0.1232649   0.07068165],[-0.5427114   0.06691551],0.0005468211318745491,-0.13263103400363993,[-0.1232649   0.07068165]
[-0.12380633  0.07074641],[-0.54142523  0.06475206],0.0005452835131061727,-0.132927953025519,[-0.12380633  0.07074641]
[-0.12434648  0.07080902],[-0.54014812  0.06260976],0.0005437646356071337,-0.1332232241088901,[-0.12434648  0.07080902]
[-0.12488536  0.0708695 ],[-0.53888     0.06048844],0.0005422642389324296,-0.13351687179862215,[-0.12488536  0.0708695 ]
[-0.12542298  0.07092789],[-0.53762077  0.05838789],0.0005407820655326344,-0.1338089201967093,[-0.12542298  0.07092789]
[-0.12595935  0.0709842 ],[-0.53637037  0.05630793],0.0005393178607397903,-0.1340993929704063,[-0.12595935  0.0709842 ]
[-0.12649448  0.07103845],[-0.5351287   0.05424835],0.000537871372752998,-0.13438831336021456,[-0.12649448  0.07103845]
[-0.12702837  0.07109066],[-0.5338957   0.05220898],0.0005364423526238114,-0.13467570418772118,[-0.12702837  0.07109066]
[-0.12756104  0.07114085],[-0.53267128  0.05018962],0.0005350305542411426,-0.1349615878632936,[-0.12756104  0.07114085]
[-0.1280925   0.07118904],[-0.53145537  0.04819009],0.0005336357343160232,-0.13524598639363286,[-0.1280925   0.07118904]
[-0.12862275  0.07123525],[-0.53024789  0.0462102 ],0.0005322576523661994,-0.13552892138918796,[-0.12862275  0.07123525]
[-0.12915179  0.0712795 ],[-0.52904876  0.04424978],0.0005308960707000884,-0.1358104140714336,[-0.12915179  0.0712795 ]
[-0.12967965  0.07132181],[-0.52785792  0.04230863],0.0005295507544008551,-0.1360904852800142,[-0.12967965  0.07132181]
[-0.13020633  0.07136219],[-0.52667528  0.04038659],0.0005282214713099883,-0.13636915547975637,[-0.13020633  0.07136219]
[-0.13073183  0.07140068],[-0.52550077  0.03848347],0.0005269079920106979,-0.13664644476755253,[-0.13073183  0.07140068]
[-0.13125616  0.07143728],[-0.52433431  0.0365991 ],0.0005256100898110341,-0.13692237287911777,[-0.13125616  0.07143728]
[-0.13177934  0.07147201],[-0.52317585  0.03473331],0.0005243275407268044,-0.1371969591956224,[-0.13177934  0.07147201]
[-0.13230136  0.07150489],[-0.5220253   0.03288591],0.0005230601234641401,-0.13747022275020254,[-0.13230136  0.07150489]
[-0.13282225  0.07153595],[-0.52088259  0.03105675],0.0005218076194019957,-0.13774218223435095,[-0.13282225  0.07153595]
[-0.13334199  0.0715652 ],[-0.51974765  0.02924565],0.0005205698125743309,-0.13801285600419017,[-0.13334199  0.0715652 ]
[-0.13386061  0.07159265],[-0.51862042  0.02745244],0.0005193464896519665,-0.13828226208663036,[-0.13386061  0.07159265]
[-0.13437812  0.07161833],[-0.51750082  0.02567696],0.000518137439924447,-0.13855041818541397,[-0.13437812  0.07161833]
[-0.1348945   0.07164225],[-0.51638879  0.02391904],0.0005169424552815569,-0.13881734168704882,[-0.1348945   0.07164225]
[-0.13540979  0.07166442],[-0.51528425  0.02217852],0.0005157613301946167,-0.13908304966663249,[-0.13540979  0.07166442]
[-0.13592398  0.07168488],[-0.51418715  0.02045524],0.0005145938616976922,-0.1393475588935693,[-0.13592398  0.07168488]
[-0.13643707  0.07170363],[-0.51309741  0.01874904],0.0005134398493686054,-0.13961088583718212,[-0.13643707  0.07170363]
[-0.13694909  0.07172069],[-0.51201497  0.01705975],0.0005122990953095939,-0.139873046672221,[-0.13694909  0.07172069]
[-0.13746003  0.07173608],[-0.51093976  0.01538723],0.000511171404128064,-0.14013405728427056,[-0.13746003  0.07173608]
[-0.1379699   0.07174981],[-0.50987172  0.01373131],0.0005100565829170418,-0.14039393327505767,[-0.1379699   0.07174981]
[-0.13847871  0.0717619 ],[-0.50881078  0.01209185],0.0005089544412354515,-0.14065268996766178,[-0.13847871  0.0717619 ]
[-0.13898647  0.07177237],[-0.50775688  0.01046868],0.0005078647910882784,-0.14091034241162903,[-0.13898647  0.07177237]
[-0.13949318  0.07178123],[-0.50670996  0.00886166],0.0005067874469066848,-0.14116690538799262,[-0.13949318  0.07178123]
[-0.13999885  0.0717885 ],[-0.50566996  0.00727064],0.0005057222255277779,-0.1414223934142007,[-0.13999885  0.0717885 ]
[-0.14050348  0.07179419],[-0.50463681  0.00569546],0.0005046689461745687,-0.1416768207489536,[-0.14050348  0.07179419]
[-0.14100709  0.07179833],[-0.50361045  0.00413599],0.0005036274304355182,-0.141930201396952,[-0.14100709  0.07179833]
[-0.14150969  0.07180092],[-0.50259082  0.00259207],0.0005025975022441214,-0.14218254911355793,[-0.14150969  0.07180092]
[-0.14201126  0.07180199],[-0.50157786  0.00106356],0.0005015789878584032,-0.1424338774093699,[-0.14201126  0.07180199]
[-0.14251183  0.07180154],[-5.00571514e-01 -4.49681987e-04],0.0005005717158402718,-0.1426841995547138,[-0.14251183  0.07180154]
[-0.14301141  0.07179959],[-0.49957172 -0.0019478 ],0.0004995755170348295,-0.14293352858405145,[-0.14301141  0.07179959]
[-0.14350998  0.07179616],[-0.49857842 -0.00343093],0.0004985902245496412,-0.14318187730030774,[-0.14350998  0.07179616]
[-0.14400758  0.07179126],[-0.49759156 -0.00489922],0.0004976156737337508,-0.1434292582791184,[-0.14400758  0.07179126]
[-0.14450419  0.07178491],[-0.49661107 -0.0063528 ],0.0004966517021569257,-0.1436756838729995,[-0.14450419  0.07178491]
[-0.14499982  0.07177711],[-0.49563691 -0.00779181],0.0004956981495885776,-0.14392116621544043,[-0.14499982  0.07177711]
[-0.14549449  0.0717679 ],[-0.49466901 -0.00921639],0.000494754857976845,-0.14416571722492116,[-0.14549449  0.0717679 ]
[-0.1459882   0.07175727],[-0.49370732 -0.01062666],0.0004938216714275084,-0.14440934860885618,[-0.1459882   0.07175727]
[-0.14648095  0.07174525],[-0.49275178 -0.01202277],0.0004928984361829121,-0.14465207186746548,[-0.14648095  0.07174525]
[-0.14697275  0.07173184],[-0.49180235 -0.01340485],0.0004919850006008742,-0.1448938982975746,[-0.14697275  0.07173184]
[-0.14746361  0.07171707],[-0.49085896 -0.01477301],0.000491081215133591,-0.1451348389963443,[-0.14746361  0.07171707]
[-0.14795354  0.07170094],[-0.48992156 -0.01612741],0.0004901869323064875,-0.14537490486493232,[-0.14795354  0.07170094]
[-0.14844253  0.07168348],[-0.4889901  -0.01746815],0.0004893020066970758,-0.1456141066120873,[-0.14844253  0.07168348]
