x_1	x_2	f(x)	erro
2.9999749981166355	1.732079668896944	-1.000049990050108	1787.2210578250624
2.999991666937979	1.7320604240912012	-1.0000166563900192	3.331122909755457e-05
2.9999972208843695	1.7320540080148927	-1.0000055433444905	1.1090305371164177e-05
2.999999072742912	1.7320518696720812	-1.0000018396177448	3.6792543515185017e-06
2.999999690610147	1.7320511572355557	-1.0000006056405644	1.2101214538207117e-06
2.9999998957883656	1.7320509192988323	-1.0000001935219702	3.881609342837322e-07
