x_1	x_2	f(x)	erro
-0.4337298267509934	-0.4337298974935037	4.111162635082167	77.14211611557121
0.26233496382552757	0.2623353856785547	1.0882987888162925	2.5000917351330054
0.4497588467418807	0.44975931316270995	0.6055301401899977	0.39556593828542863
0.49046834340274664	0.4904676181616765	0.5192457572165765	0.07054262890203045
0.4982466922197744	0.49824582243239784	0.5035136365749386	0.012859901408112329
0.4996788522788164	0.4996798668161202	0.5006414865261776	0.002347757252152971
0.4999402390758696	0.4999426463915234	0.5001171213934115	0.0004286275342687551
0.499988940433773	0.4999896751165422	0.500021384678602	7.825875307820862e-05
0.5000350306303979	0.49996096548714103	0.5000040066332992	1.4284086619631431e-05
0.5000231812531288	0.4999761707126653	0.5000006491394113	2.7003934264246965e-06
0.5000213201960049	0.49997855099061206	0.5000001297279938	4.140744923608608e-07
