k,a,b,y,f(y),z,f(z),erro,min
0,0.5,3.5,1.6458980337503153,-0.0526403442561496,2.3541019662496847,-0.257802088853215,3.0,2.0
1,1.6458980337503153,3.5,2.3541019662496847,-0.257802088853215,2.791796067500631,-0.231483497001738,1.8541019662496847,2.5729490168751576
2,1.6458980337503153,2.791796067500631,2.0835921350012616,-0.20983481122908,2.3541019662496847,-0.257802088853215,1.1458980337503157,2.218847050625473
3,2.0835921350012616,2.791796067500631,2.3541019662496847,-0.257802088853215,2.5212862362522084,-0.264269601221755,0.7082039324993694,2.4376941012509463
4,2.3541019662496847,2.791796067500631,2.5212862362522084,-0.264269601221755,2.6246117974981074,-0.258376957127891,0.4376941012509463,2.5729490168751576
5,2.3541019662496847,2.6246117974981074,2.4574275274955837,-0.264058272948793,2.5212862362522084,-0.264269601221755,0.27050983124842265,2.489356881873896
6,2.4574275274955837,2.6246117974981074,2.5212862362522084,-0.264269601221755,2.5607530887414827,-0.262946276013413,0.16718427000252367,2.5410196624968453
7,2.4574275274955837,2.5607530887414827,2.496894379984858,-0.264527893915392,2.5212862362522084,-0.264269601221755,0.10332556124589898,2.509090308118533
8,2.4574275274955837,2.5212862362522084,2.4818193837629337,-0.264477011245901,2.496894379984858,-0.264527893915392,0.0638587087566247,2.489356881873896
9,2.4818193837629337,2.5212862362522084,2.496894379984858,-0.264527893915392,2.5062112400302836,-0.264479165898341,0.03946685248927473,2.501552810007571
10,2.4818193837629337,2.5062112400302836,2.4911362438083593,-0.264527329830889,2.496894379984858,-0.264527893915392,0.024391856267349965,2.4940153118966086
11,2.4911362438083593,2.5062112400302836,2.496894379984858,-0.264527893915392,2.500453103853785,-0.26451653704087,0.01507499622192432,2.4986737419193217
12,2.4911362438083593,2.500453103853785,2.494694967677286,-0.264530438657935,2.496894379984858,-0.264527893915392,0.009316860045425646,2.495794673831072
13,2.4911362438083593,2.496894379984858,2.4933356561159314,-0.264530304766299,2.494694967677286,-0.264530438657935,0.005758136176498674,2.4940153118966086
14,2.4933356561159314,2.496894379984858,2.494694967677286,-0.264530438657935,2.4955350684235036,-0.264529869705414,0.0035587238689265277,2.4951150180503947
15,2.4933356561159314,2.4955350684235036,2.494175756862149,-0.264530541321234,2.494694967677286,-0.264530438657935,0.002199412307572146,2.4944353622697175
16,2.4933356561159314,2.494694967677286,2.493854866931068,-0.264530509704111,2.494175756862149,-0.264530541321234,0.0013593115613543816,2.4940153118966086
17,2.493854866931068,2.494694967677286,2.494175756862149,-0.264530541321234,2.4943740777462047,-0.264530524551772,0.0008401007462177645,2.494274917304177
