x_1	x_2	x_3	x_4	f(x)	erro
0.101194945974077	0.6589788794911249	1.9178279022305689	-1.4418943211287945	51.5530467504813	48.276524362290886
0.09180659550347725	0.6595703506704992	1.9028448628575116	-1.44349891695029	51.78029024990167	0.2253018165939551
0.08857108380166644	0.6597378933829403	1.8976340995406624	-1.444153896266674	51.858610550084286	0.07809760063121729
0.0874002309582673	0.6601218143313402	1.8959408562329725	-1.444208087260553	51.885021253321376	0.02638208278978027
0.08711191277064295	0.6602270992009069	1.8952940969651952	-1.4442937284905057	51.89385616613064	0.00882970509128711
0.0870371154299171	0.6602723400730208	1.8950620472788642	-1.444330018395113	51.89680574742753	0.002949269570684976
0.08690586127957149	0.659843826426276	1.8950563515088699	-1.4444618974193926	51.89778837953815	0.0009851534089264646
0.08689872867245568	0.6597548574508099	1.8950277681792334	-1.4445042596940687	51.89811490880254	0.00032784233197702406
0.08689937838391833	0.659768962026166	1.895016574885443	-1.4445026987936993	51.89822551037481	0.00011205983151540977
0.08689961704928945	0.6597732385654902	1.8950129183354898	-1.444502294729378	51.898261685384014	3.655421870973896e-05
0.0868997021058211	0.6597742908026951	1.8950117199716257	-1.444502203166766	51.89827438962219	1.3006837313866981e-05
0.08689970903560708	0.6597746504303225	1.895011525952943	-1.4445020516282652	51.89827713487236	3.041084028154728e-06
0.08689974040941562	0.6597744098250496	1.8950112780723702	-1.4445022483288605	51.898279250364915	4.603587925089414e-06
0.08689974263099598	0.659774367169684	1.8950112623965525	-1.4445022422218918	51.89827966739472	5.919828467426669e-07
