x_1	x_2	x_3	x_4	f(x)	erro
-0.05395214746203154	0.6426959740888575	1.597473936168494	-1.0935831980948556	60.178136512309244	33.63775169964728
0.05484519213355155	0.6569562609774949	1.8333950601371622	-1.3929624047481635	53.40588979429383	5.538011877835331
0.08081374616346201	0.6593065056224146	1.8834759814597601	-1.4354921990914153	52.17349935852006	1.00740535434457
0.08580763800340734	0.659727169942106	1.8928753207003755	-1.4428709402768323	51.948527942264015	0.18389758535192158
0.08673796590364544	0.6597951061098426	1.8945925152777083	-1.4442140383304318	51.907454016945195	0.0335747954217851
0.08692365459748784	0.6598222931363016	1.8948944101022431	-1.4444615759372164	51.89995820438609	0.00612975442562913
0.08722619638120226	0.6596073038873955	1.894737458176161	-1.444745812583508	51.898585001403944	0.001117618925491115
0.08758086097171114	0.6593766061897083	1.8944793002887106	-1.4450326658455073	51.89835084629446	0.0001924414492648907
0.08758053161458608	0.6593775482277401	1.8944805889485015	-1.4450350874053617	51.89830772162973	4.0069747726079186e-05
0.08758084624353821	0.6593777151671278	1.894481322918117	-1.4450355742736207	51.89829092249349	1.6250976948128937e-05
0.08758091332823871	0.659377766371521	1.894481509561855	-1.4450357118768613	51.898286544272786	4.130973827898288e-06
0.08758091904541718	0.6593777685587823	1.894481513518215	-1.445035723059141	51.898286344940374	1.364332433695381e-07
