x_1	x_2	f(x)	erro
2.0023643998263356	3.002013649512856	-50.04990811648836	33.024969368295466
2.0007878945452604	3.000675083636434	-50.016656346078555	0.03323805267646662
2.0002599322454953	3.0002325544697612	-50.005554187915365	0.01110031691671054
2.0000778458718163	3.000101017443055	-50.001851627865946	0.0037020610080062966
2.000014605625158	3.0000642192466938	-50.000618998897075	0.0012342415354709146
1.9999926711153515	3.000055994933635	-50.0002187003021	0.0004145764791516626
1.999832052892149	3.000459280621739	-50.0000679256515	0.00016337748644446037
1.9998289913681497	3.000458133747481	-50.00001205866862	4.41241699178363e-05
1.9998286561872383	3.000458009612444	-50.00000595081194	1.856178890591309e-06
1.9998283315571765	3.0004578898326226	-50.00000003790383	3.228675211630616e-06
1.9998283242670845	3.00045788792733	-49.999999909825576	9.162121727968042e-09
