x_1	x_2	f(x)	erro
0.5238095994115652	0.5238096101337875	0.45351458501350944	3.5238095238092484
0.5081963097430651	0.5081971130224504	0.4837409493897916	0.02973897985637658
0.5027624213733097	0.5027624081039992	0.49449043239306784	0.010690368226125568
0.500924656438675	0.5009237416543101	0.4981533101951884	0.00365605681354092
0.5003078604468405	0.5003090659360471	0.49938326391692	0.0012291879303492625
0.5001030203048937	0.5001026996128779	0.4997943012426221	0.0004109769442217637
0.5000345714740388	0.500034013956475	0.49993141692162224	0.00013711023377815934
0.500011595032804	0.5000112639936342	0.4999771412348842	4.5723477492876086e-05
0.5000035112147756	0.5000041093286126	0.499992379485827	1.5235127657109437e-05
0.4999735641973847	0.5000289559117386	0.4999974814281732	5.078446073003562e-06
0.4999652364065942	0.500035540833708	0.49999922523135604	1.6496528004172895e-06
0.4999630553686485	0.5000372506938691	0.49999969669000244	4.327496376799189e-07
