k,a,b,y,f(y),z,f(z),erro,min
0,0.0,10.0,3.819660112501051,121.96307870036168,6.180339887498949,367.47377530014313,10.0,5.0
1,0.0,6.180339887498949,2.3606797749978967,37.1028316010431,3.819660112501051,121.96307870036168,6.180339887498949,3.0901699437494745
2,0.0,3.819660112501051,1.458980337503154,10.199798102599342,2.3606797749978967,37.1028316010431,3.819660112501051,1.9098300562505255
3,0.0,2.3606797749978967,0.9016994374947422,3.3295515070241386,1.458980337503154,10.199798102599342,2.3606797749978967,1.1803398874989484
4,0.0,1.458980337503154,0.5572809000084119,2.8102496180356367,0.9016994374947422,3.3295515070241386,1.458980337503154,0.729490168751577
5,0.0,0.9016994374947422,0.34441853748633017,3.912792947789389,0.5572809000084119,2.8102496180356367,0.9016994374947422,0.4508497187473711
6,0.34441853748633017,0.9016994374947422,0.5572809000084119,2.8102496180356367,0.6888370749726604,2.6725649907201205,0.557280900008412,0.6230589874905362
7,0.5572809000084119,0.9016994374947422,0.6888370749726604,2.6725649907201205,0.7701432625304938,2.7951555373654564,0.34441853748633033,0.7294901687515771
8,0.5572809000084119,0.7701432625304938,0.6385870875662454,2.6761282198161487,0.6888370749726604,2.6725649907201205,0.2128623625220819,0.6637120812694528
9,0.6385870875662454,0.7701432625304938,0.6888370749726604,2.6725649907201205,0.7198932751240789,2.7006635288412104,0.13155617496424843,0.7043651750483696
10,0.6385870875662454,0.7198932751240789,0.6696432877176639,2.666772989941242,0.6888370749726604,2.6725649907201205,0.08130618755783348,0.6792401813451621
11,0.6385870875662454,0.6888370749726604,0.6577808748212417,2.6676141542273086,0.6696432877176639,2.666772989941242,0.050249987406415064,0.6637120812694529
12,0.6577808748212417,0.6888370749726604,0.6696432877176639,2.666772989941242,0.6769746620762381,2.667941723899032,0.031056200151418745,0.6733089748969511
13,0.6577808748212417,0.6769746620762381,0.6651122491798158,2.6666956612313477,0.6696432877176639,2.666772989941242,0.01919378725499643,0.6673777684487399
14,0.6577808748212417,0.6696432877176639,0.6623119133590899,2.666894233183105,0.6651122491798158,2.6666956612313477,0.011862412896422203,0.6637120812694528
15,0.6623119133590899,0.6696432877176639,0.6651122491798158,2.6666956612313477,0.6668429518969381,2.666667039584456,0.0073313743585740054,0.6659776005383768
16,0.6651122491798158,0.6696432877176639,0.6668429518969381,2.666667039584456,0.6679125850005415,2.6666852944166033,0.004531038537848087,0.6673777684487399
17,0.6651122491798158,0.6679125850005415,0.6661818822834192,2.6666694868574456,0.6668429518969381,2.666667039584456,0.0028003358207256968,0.6665124170901786
18,0.6661818822834192,0.6679125850005415,0.6668429518969381,2.666667039584456,0.6672515153870227,2.666670771242975,0.0017307027171222789,0.6670472336419804
19,0.6661818822834192,0.6672515153870227,0.6665904457735037,2.6666667363821617,0.6668429518969381,2.666667039584456,0.001069633103603418,0.6667166988352209
20,0.6661818822834192,0.6668429518969381,0.6664343884068537,2.666667314104947,0.6665904457735037,2.6666667363821617,0.000661069613518861,0.6665124170901786
